Temporada,Date,Time,Form,Location,User,Pass?,Country Origen / Pais de Origen,Production Area / Zona de Producción,Continente,Is it an Emergent Market? / Es Mercado Emergente?,# Inspection / Número de Inspección,Harvest Data / Fecha de Cosecha,Variety / Variedad,Harvest Interval/Dias de Reingreso,Country / Pais,Pre-Inspection Disposition / Disposición de la Inspección Previa,Pallet Count / Cajas por Tarima,Count Clamshell/ # Clamshell's,Clamshell weight / Peso del canasto,Were the weights recorded? / ¿Los pesos fueron registrados?,Average Clamshell weight / Peso promedio del canasto,# Clamshell with Compliance / Canastos en Conformidad,# Clamshell Underweight / Canastos con Bajo Peso,Clamshell Low weight / Canasto con menor peso,Basket Count / Conteo por Canasto,Average Basket Count / Conteo Promedio por Canasto,Total Fruit Inspected / Total de Fruta Inspeccionada,# Sample Brix / # Muestras Brix,Brix1,Brix2,Brix3,Brix4,Brix5,# Sample Acidity / # Muestras Acidez,Acidity / Acidez 1,Acidity / Acidez 2,Acidity / Acidez 3,Acidity / Acidez 4,Acidity / Acidez 5, Semana Inspeccion,Brix6,Brix7,Acidity / Acidez 6,Acidity / Acidez 7,Brix8,Brix9,Brix10,Acidity / Acidez 8,Acidity / Acidez 9,Has it been approved? / ¿Ha sido Aprobado?2,Fecha de Cosecha,PRODUCTION AREA,Lote,Empresa,Production Area,Ha,FUNDO CODE,SKU Code,Fruit Type
2022-2023,27/9/2024,23:27,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093475:48:00,VERDEJO,7,,Pass_Pasar,240,8,359,Yes / Si,338.875,8,0,,92,89,712,1,11.9,,,,,1,0.91,,,,,2439,,,,,,,,,,,26/9/2024,Ica,Lote 15,Agricultores Unidos,Ica,62.09,86998,9108,Generica
2022-2023,27/9/2024,19:06,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093472:00:00,MERLOT,14,,Pass_Pasar,60,4,345,Yes / Si,337.5,4,0,,86,86,344,1,14.1,,,,,1,0.52,,,,,2439,,,,,,,,,,,26/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9108,Generica
2022-2023,27/9/2024,19:02,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093472:28:00,MERLOT,14,,Pass_Pasar,276,10,368,Yes / Si,358.9,10,0,,96,103,1030,3,13.6,14.2,12.7,,,3,0.44,0.51,0.6,,,2439,,,,,,,,,,,26/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,27/9/2024,15:49,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093502:48:00,AIREN,10,,Pass_Pasar,276,8,360,Yes / Si,359.3125,8,0,,157,149.5,1196,2,13.8,13.1,,,,2,0.58,0.31,,,,2439,,,,,,,,,,,27/9/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2022-2023,27/9/2024,14:07,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1093499:04:00,AIREN,10,Singapur,Pass_Pasar,80,6,149,Yes / Si,141.833333,2,4,140.0,140,140,840,1,12.5,,,,,1,0.27,,,,,2439,,,,,,,,,,,27/9/2024,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9099,Generica
2022-2023,27/9/2024,13:52,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,ASIA CENTRO,Yes / Si,First Inspection,1093501:22:00,AIREN,10,Singapur,Pass_Pasar,120,12,148,Yes / Si,142.166667,8,4,140.0,146,140.5,1686,1,13.2,,,,,1,0.23,,,,,2439,,,,,,,,,,,27/9/2024,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9099,Generica
2022-2023,28/9/2024,8:26,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093478:19:00,TINTORERA,9,,Pass_Pasar,120,9,0,Yes / Si,0,9,0,,194,190.5,1714.5,1,10.9,,,,,1,0.39,,,,,2439,,,,,,,,,,,26/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9108,Generica
2022-2023,28/9/2024,8:17,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093426:11:00,MERLOT,11,,Pass_Pasar,150,8,356,Yes / Si,353.375,8,0,,99,100.5,804,1,15.2,,,,,1,0.37,,,,,2439,,,,,,,,,,,24/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9116,Generica
2022-2023,30/9/2024,17:57,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093572:45:00,AIREN,1,,Pass_Pasar,120,2,0,Yes / Si,0,2,0,,325,302.5,605,1,12,,,,,1,0.71,,,,,2440,,,,,,,,,,,30/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9108,Generica
2022-2023,30/9/2024,17:31,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093573:27:00,AIREN,10,,Pass_Pasar,145,6,359,Yes / Si,358.166667,6,0,,144,142,852,1,12.8,,,,,1,0.5,,,,,2440,,,,,,,,,,,30/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,30/9/2024,17:25,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093570:18:00,AIREN,10,,Pass_Pasar,204,8,359,Yes / Si,358.375,8,0,,146,144.5,1156,1,12.6,,,,,1,0.41,,,,,2440,,,,,,,,,,,30/9/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,1/10/2024,21:08,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093574:43:00,AIREN,10,,Pass_Pasar,276,10,368,Yes / Si,359.4,10,0,,144,143,1430,2,15.2,14.3,,,,2,0.2,0.36,,,,2440,,,,,,,,,,,30/9/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9116,Generica
2022-2023,1/10/2024,21:06,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093575:32:00,AIREN,10,,Pass_Pasar,276,10,366,Yes / Si,359.6,10,0,,145,143,1430,2,14.6,14.1,,,,2,0.42,0.33,,,,2440,,,,,,,,,,,30/9/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9116,Generica
2022-2023,1/10/2024,18:31,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093569:11:00,MERLOT,16,,Pass_Pasar,240,8,351,Yes / Si,342.75,8,0,,86,85,680,1,12.8,,,,,1,0.57,,,,,2440,,,,,,,,,,,30/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9108,Generica
2022-2023,1/10/2024,18:29,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093568:51:00,AIREN,13,,Pass_Pasar,20,1,574,Yes / Si,574,1,0,,407,407,407,1,12.7,,,,,1,0.39,,,,,2440,,,,,,,,,,,30/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9111,Generica
2022-2023,1/10/2024,18:27,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093567:19:00,AIREN,13,,Pass_Pasar,276,10,364,Yes / Si,357.7,10,0,,137,136,1360,2,13.4,13.7,,,,2,0.28,0.41,,,,2440,,,,,,,,,,,30/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,1/10/2024,18:25,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093568:20:00,AIREN,13,,Pass_Pasar,276,10,362,Yes / Si,357.9,10,0,,140,138.5,1385,2,13.3,13.8,,,,2,0.4,0.59,,,,2440,,,,,,,,,,,30/9/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,1/10/2024,17:11,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093600:23:00,TINTORERA,7,,Pass_Pasar,110,4,589.5,Yes / Si,589,4,0,,305,303.5,1214,1,13.1,,,,,1,0.36,,,,,2440,,,,,,,,,,,1/10/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9111,Generica
2022-2023,1/10/2024,17:09,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA NORTE,,First Inspection,1093600:47:00,PINOT,7,,Pass_Pasar,390,16,143,Yes / Si,142.75,16,0,,52,51,816,1,14.5,,,,,1,0.71,,,,,2440,,,,,,,,,,,1/10/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9102,Generica
2022-2023,1/10/2024,15:39,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,ASIA NORTE,,First Inspection,1093599:05:00,PINOT,7,,Pass_Pasar,390,16,144,No,,,,,50,49.5,792,1,14.8,,,,,1,0.74,,,,,2440,,,,,,,,,,,1/10/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9102,Generica
2022-2023,1/10/2024,12:26,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093569:05:00,VERDEJO,10,,Pass_Pasar,124,6,0,Yes / Si,0,6,0,,102,102,612,1,12.6,,,,,1,0.5,,,,,2440,,,,,,,,,,,30/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9108,Generica
2022-2023,1/10/2024,11:44,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093569:35:00,TINTORERA,10,,Pass_Pasar,120,4,0,Yes / Si,0,4,0,,155,154,616,1,11.8,,,,,1,0.4,,,,,2440,,,,,,,,,,,30/9/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9108,Generica
2022-2023,2/10/2024,16:41,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093622:26:00,AIREN,10,,Pass_Pasar,120,4,0,Yes / Si,0,4,0,,326,318.5,1274,1,13.4,,,,,1,0.44,,,,,2440,,,,,,,,,,,2/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9108,Generica
2022-2023,2/10/2024,16:24,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093619:20:00,AIREN,10,,Pass_Pasar,144,4,0,Yes / Si,0,4,0,,315,306.5,1226,1,12.2,,,,,1,0.59,,,,,2440,,,,,,,,,,,2/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9108,Generica
2022-2023,2/10/2024,16:09,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093619:53:00,AIREN,10,,Pass_Pasar,120,8,359,Yes / Si,358.125,8,0,,153,151.5,1212,1,13,,,,,1,0.54,,,,,2440,,,,,,,,,,,2/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,2/10/2024,15:58,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093622:27:00,AIREN,10,,Pass_Pasar,276,10,360,Yes / Si,359,10,0,,157,155.5,1555,3,14.4,14.5,14.6,,,3,0.61,0.44,0.36,,,2440,,,,,,,,,,,2/10/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2022-2023,2/10/2024,15:13,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093622:22:00,AIREN,10,,Pass_Pasar,276,10,359,Yes / Si,358.5,10,0,,151,138,1380,2,14.8,14,,,,2,0.42,0.47,,,,2440,,,,,,,,,,,2/10/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2022-2023,4/10/2024,17:54,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093593:54:00,AIREN,12,,Pass_Pasar,240,15,360,Yes / Si,350.2,12,0,,138,129,1935,2,15.1,15.3,,,,2,0.45,0.6,,,,2440,,,,,,,,,,,1/10/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9120,Generica
2022-2023,4/10/2024,17:20,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,No,First Inspection,1093643:35:00,AIREN,7,,Pass_Pasar,105,4,333,No,,,,,185,183.5,734,1,12.8,,,,,1,0.94,,,,,2440,,,,,,,,,,,3/10/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9098,Generica
2022-2023,4/10/2024,16:57,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093642:50:00,AIREN,10,,Pass_Pasar,276,10,365,Yes / Si,358.7,10,0,,145,142,1420,2,14.2,13.4,,,,2,0.35,0.22,,,,2440,,,,,,,,,,,3/10/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9116,Generica
2022-2023,4/10/2024,16:52,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093642:00:00,AIREN,10,,Pass_Pasar,276,10,365,Yes / Si,358.8,10,0,,149,143.5,1435,2,14.4,14.1,,,,2,0.43,0.35,,,,2440,,,,,,,,,,,3/10/2024,Ica,Lote 19,Agricultores Unidos,Ica,79.51,87002,9116,Generica
2022-2023,4/10/2024,16:47,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093595:08:00,AIREN,12,,Pass_Pasar,240,3,346,Yes / Si,340.333333,3,0,,249,225,675,1,14.2,,,,,1,0.74,,,,,2440,,,,,,,,,,,1/10/2024,Ica,Lote 26,Andenes de Andrea,Ica,84.47,87009,9108,Generica
2022-2023,4/10/2024,16:38,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093640:09:00,AIREN,12,,Pass_Pasar,276,10,365,Yes / Si,356.7,10,0,,140,138,1380,2,13.4,13.2,,,,2,0.23,0.32,,,,2440,,,,,,,,,,,3/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,4/10/2024,16:31,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093639:27:00,AIREN,12,,Pass_Pasar,188,7,372,Yes / Si,359.714286,7,0,,140,140,980,2,12.6,12.6,,,,2,0.66,0.47,,,,2440,,,,,,,,,,,3/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,4/10/2024,16:23,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,No,First Inspection,1093575:18:00,AIREN,10,,Pass_Pasar,200,6,3526,Yes / Si,3474.333333,0,0,,100,100,600,1,12.4,,,,,0,,,,,,2440,,,,,,,,,,,30/9/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9091,Generica
2022-2023,4/10/2024,16:13,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093667:11:00,AIREN,10,,Pass_Pasar,30,4,359,Yes / Si,358.5,4,0,,140,139,556,1,12.8,,,,,1,0.46,,,,,2440,,,,,,,,,,,4/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,4/10/2024,16:06,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093669:01:00,AIREN,10,,Pass_Pasar,5,2,0,Yes / Si,0,2,0,,342,335,670,1,12.3,,,,,1,0.62,,,,,2440,,,,,,,,,,,4/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9108,Generica
2022-2023,4/10/2024,15:51,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093667:39:00,AIREN,10,,Pass_Pasar,50,12,359,Yes / Si,358.25,12,0,,152,150.5,1806,1,13.2,,,,,1,0.43,,,,,2440,,,,,,,,,,,4/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,5/10/2024,12:16,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093593:08:00,TINTORERA,9,,Pass_Pasar,80,2,585,Yes / Si,584,2,0,,318,308,616,1,12.4,,,,,1,0.37,,,,,2440,,,,,,,,,,,1/10/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9111,Generica
2022-2023,5/10/2024,7:12,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093594:02:00,TINTORERA,9,,Pass_Pasar,120,4,0,Yes / Si,0,4,0,,157,153,612,1,11,,,,,1,0.4,,,,,2440,,,,,,,,,,,1/10/2024,Pisco,Lote 4,Santa Bernardina Uva,Pisco,47.28,86987,9108,Generica
2022-2023,8/10/2024,12:08,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093760:03:00,AIREN,10,,Pass_Pasar,36,2,0,Yes / Si,0,2,0,,279,268.5,537,1,12,,,,,1,0.66,,,,,2441,,,,,,,,,,,8/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9108,Generica
2022-2023,8/10/2024,11:57,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093761:53:00,AIREN,10,,Pass_Pasar,80,4,359,Yes / Si,358.75,4,0,,130,126.5,506,1,13,,,,,1,0.35,,,,,2441,,,,,,,,,,,8/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,8/10/2024,11:48,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,True,Perú,Pisco,EEUU,,First Inspection,1093760:33:00,AIREN,10,,Pass_Pasar,90,6,359,No,,,,,130,127.5,765,1,12.6,,,,,1,0.31,,,,,2441,,,,,,,,,,,8/10/2024,Pisco,Lote 10,Eden del Norte,Pisco,76.26,86993,9116,Generica
2022-2023,9/10/2024,19:49,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093695:18:00,MERLOT,10.7,,Pass_Pasar,61,2,340,Yes / Si,339,2,0,,103,103,206,1,14.6,,,,,1,0.96,,,,,2441,,,,,,,,,,,5/10/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9108,Generica
2022-2023,9/10/2024,19:40,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093695:46:00,MERLOT,10.7,,Pass_Pasar,240,8,362,Yes / Si,351.75,8,0,,96,95,760,3,15.5,16,16,,,3,0.68,0.39,0.66,,,2441,,,,,,,,,,,5/10/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,9/10/2024,19:25,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093694:27:00,MERLOT,10.7,,Pass_Pasar,240,8,366,Yes / Si,349.75,8,0,,98,100,800,2,14.9,15,,,,2,0.65,0.87,,,,2441,,,,,,,,,,,5/10/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,9/10/2024,13:34,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093760:56:00,MERLOT,12,,Pass_Pasar,110,4,583,Yes / Si,578,4,0,,149,149,596,1,11.7,,,,,1,0.5,,,,,2441,,,,,,,,,,,8/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9111,Generica
2022-2023,9/10/2024,13:30,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093760:16:00,MERLOT,12,,Pass_Pasar,276,10,366,No,,,,,96,98.5,985,2,13.7,13.1,,,,2,0.38,0.54,,,,2441,,,,,,,,,,,8/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,9/10/2024,13:24,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093759:30:00,MERLOT,12,,Pass_Pasar,276,10,364,Yes / Si,357.1,10,0,,92,91.5,915,2,13.7,13,,,,2,0.64,0.48,,,,2441,,,,,,,,,,,8/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,9/10/2024,13:19,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093743:24:00,TINTORERA,9,,Pass_Pasar,110,4,581,Yes / Si,579.5,4,0,,506,506,2024,1,13.4,,,,,1,0.49,,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 12,Agricultores Unidos,Ica,152.84,86995,9111,Generica
2022-2023,9/10/2024,13:11,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,No,First Inspection,1093742:55:00,AIREN,9,,Pass_Pasar,390,16,148,Yes / Si,206.0625,12,0,,63,60,960,2,13.1,14.7,,,,2,0.25,0.34,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9096,Generica
2022-2023,9/10/2024,13:05,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093741:46:00,AIREN,10,,Pass_Pasar,276,10,363,Yes / Si,356.9,10,0,,151,144.5,1445,2,13.8,13.7,,,,2,0.39,0.34,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 17,Agricultores Unidos,Ica,54.61,87000,9116,Generica
2022-2023,9/10/2024,12:49,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093737:01:00,MERLOT,12,,Pass_Pasar,110,4,584,Yes / Si,580.75,4,0,,159,158.5,634,1,12.2,,,,,1,0.59,,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9111,Generica
2022-2023,9/10/2024,12:41,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093736:21:00,MERLOT,12,,Pass_Pasar,187,10,361,Yes / Si,325.3,10,0,,97,96,960,2,14.3,14,,,,2,0.54,0.37,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,9/10/2024,12:35,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093735:32:00,MERLOT,12,,Pass_Pasar,276,10,366,Yes / Si,358.2,10,0,,95,97.5,975,2,13.5,13.2,,,,2,0.49,0.46,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 37,Tierra Linda,Ica,31.63,87020,9116,Generica
2022-2023,9/10/2024,12:04,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA NORTE,,First Inspection,1093745:25:00,PINOT,7,,Pass_Pasar,390,16,145,Yes / Si,143.15625,16,0,,54,52,832,1,16.9,,,,,1,0.67,,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 34,Agricultores del Sol,Ica,249.17,87017,9102,Generica
2022-2023,9/10/2024,12:02,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093745:05:00,AIREN,10,,Pass_Pasar,10,4,359,Yes / Si,358.375,4,0,,170,154,616,2,13.6,14.1,,,,2,0.59,0.57,,,,2441,,,,,,,,,,,7/10/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2022-2023,10/10/2024,19:43,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EEUU,,First Inspection,1093761:54:00,MERLOT,10,,Pass_Pasar,240,8,361,Yes / Si,350.625,8,0,,109,105,840,2,15.5,15.8,,,,2,0.66,0.55,,,,2441,,,,,,,,,,,8/10/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,10/10/2024,19:42,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093762:59:00,MERLOT,10,,Pass_Pasar,150,5,351,Yes / Si,341.8,5,0,,111,107.5,537.5,1,16.2,,,,,1,0.77,,,,,2441,,,,,,,,,,,8/10/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9108,Generica
2022-2023,10/10/2024,19:30,Formulario Registro Inspeccion Uva,Ica,Guadalupe,False,Perú,Ica,EEUU,,First Inspection,1093760:50:00,MERLOT,10,,Pass_Pasar,240,8,363,Yes / Si,349.625,8,0,,103,102,816,2,16.2,17,,,,2,0.64,0.49,,,,2441,,,,,,,,,,,8/10/2024,Ica,Lote 24,Andenes de Andrea,Ica,151.43,87007,9120,Generica
2022-2023,10/10/2024,18:26,Formulario Registro Inspeccion Uva,Pisco,Andres Caceres,False,Perú,Pisco,EEUU,,First Inspection,1093740:12:00,MERLOT,0,,Pass_Pasar,168,12,0,Yes / Si,0,12,0,,145,127.5,1530,1,13,,,,,1,0.35,,,,,2441,,,,,,,,,,,7/10/2024,Pisco,Lote 3,Santa Bernardina Uva,Pisco,313.27,86986,9108,Generica
2022-2023,10/10/2024,6:47,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093791:33:00,AIREN,10,,Pass_Pasar,120,5,359,Yes / Si,358.78,5,0,,175,158,790,2,14.4,13.9,,,,2,0.51,0.4,,,,2441,,,,,,,,,,,9/10/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2022-2023,10/10/2024,6:45,Formulario Registro Inspeccion Uva,Ica,Gloria A.,True,Perú,Ica,EEUU,,First Inspection,1093790:32:00,AIREN,10,,Pass_Pasar,240,10,359,Yes / Si,358.49,10,0,,159,154,1540,2,14.1,15.5,,,,2,0.6,0.5,,,,2441,,,,,,,,,,,9/10/2024,Ica,Lote 35,Agricultores del Sol,Ica,129.08,87018,9116,Generica
2022-2023,11/10/2024,21:08,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,ASIA CENTRO,Yes / Si,First Inspection,1093809:54:00,VERDEJO,7,Malasia,Pass_Pasar,225,10,151,Yes / Si,146.8,10,0,,34,33.5,335,1,11.4,,,,,1,0.68,,,,,2441,,,,,,,,,,,10/10/2024,Ica,Lote 15,Agricultores Unidos,Ica,62.09,86998,9100,Generica
2022-2023,11/10/2024,21:05,Formulario Registro Inspeccion Uva,Ica,Guadalupe,True,Perú,Ica,EUROPA,No,First Inspection,1093834:54:00,TINTORERA,8,,Pass_Pasar,240,8,334,Yes / Si,330.125,0,0,,294,293.5,2348,1,13.3,,,,,1,0.48,,,,,2441,,,,,,,,,,,11/10/2024,Ica,Lote 14,Agricultores Unidos,Ica,40.26,86997,9098,Generica
